id,tenant_id,institution_id,template_id,parent_section_id,title,description,sequence,created_by,updated_by,deleted_at,deleted_by,is_evidence,is_deleted,created_at,updated_at
3006,54,,119,1417,Demanda sociocomunitária e motivação acadêmica,"Citar a situação-problema da comunidade envolvida, sendo ela uma empresa, uma ONG, uma escola e etc... e esclarecer de que maneira isto impacta a vida organizacional, social, educacional, cultural e/ou econômica das pessoas envolvidas. Nesta etapa, você descreverá como os conteúdos estudados na disciplina CONSULTORIA E AUDITORIA EM RH permitem que ajude esta comunidade a solucionar ou reduzir as queixas identificadas. Aqui, você descobrirá a importância de estudar e como isto pode melhorar a vida das pessoas à sua volta. 

Exemplo: 
Nesse campo, você deve demonstrar como a aplicação dos conhecimentos aprendidos no ensino superior ajuda na solução de demandas reais da comunidade. Por exemplo: Desenvolver uma Oficina de Comunicação, voltada a solucionar problemas de Comunicação Assertiva, por exemplo, entre líderes e liderados, ou até mesmo, problemas de relacionamento interpessoal entre os membros das mais diversas equipes de trabalho... o que impacta na produtividade organizacional, impactando também na “Saúde organizacional”, afetando, certamente, a sociedade ao seu entorno. Pois, a partir de uma comunidade empresarial saudável, a sociedade passa a ter mais segurança, mais crescimento e consequente desenvolvimento.",3,,,,,false,false,2024-10-17T12:01:36.395-03:00,2024-10-17T14:32:43.302-03:00
3030,54,,121,1441,Demanda sociocomunitária e motivação acadêmica,"Citar a situação-problema da comunidade e esclarecer de que maneira isto impacta a vida social, educacional, cultural e/ou econômica das pessoas envolvidas. Nesta etapa, você descreverá como os conteúdos estudados na disciplina permitem que ajude esta comunidade a solucionar ou reduzir as queixas identificadas. Aqui, você descobrirá a importância de estudar e como isto pode melhorar a vida das pessoas à sua volta. 

Por exemplo: a realização das ações educativas orientará o público alvo sobre a utilização responsável e consciente das linhas de crédito oferecidas pelos bancos, a fim de reduzir a possibilidade de inadimplência futura e apresentar as linhas de crédito como uma ferramenta útil, quando utilizada da forma adequada.  Outro exemplo: as oficinas promoverão o conhecimento sobre como a taxa Selic impacta nas taxas cobradas pelos bancos e na economia de forma geral, permitindo uma compreensão sobre o contexto econômico, que servirá como um importante subsídio para a otimização do processo de tomada de decisões.",3,,,,,false,false,2024-10-17T12:01:45.262-03:00,2024-10-17T14:32:47.521-03:00
3008,54,,119,1417,Objetivos a serem alcançados em relação à situação-problema identificada,"Descrever entre um e três objetivos, no máximo, que devem ser alcançados com o desenvolvimento da atividade de extensão.  Os resultados esperados de uma atividade de extensão devem ser claros, específicos, possíveis de serem medidos e com prazo de realização para que a comunidade (empresa, ONG, escola, etc...), participe e avalie o alcance dos objetivos.  Lembre-se: os objetivos devem ser definidos com verbos de ação (verbo no infinitivo), de maneira clara, em forma de tópicos (quando for mais de um), correspondentes aos resultados que a atividade de extensão realizada por você pretende alcançar. 

Exemplo:
Você deve indicar entre um e três objetivos, no máximo, que devem ser alcançados ao desenvolver o Plano de Desenvolvimento de RH. Por exemplo, vamos supor que a demanda que visamos atender é “falhas na comunicação dentro de uma organização”, os objetivos poderiam ser:
Propor uma atividade que conecte os colaboradores de modo a promover uma comunicação mais assertiva, eficiente e eficaz;
Verificar a viabilidade de uma Oficina de comunicação assertiva, através do levantamento junto ao público envolvido.",4,,,,,false,false,2024-10-17T12:01:36.734-03:00,2024-10-17T14:32:43.654-03:00
3010,54,,119,1418,Avaliação dos resultados alcançados,"Descrever os instrumentos que serão usados para avaliar como a atividade de extensão ajudou a comunidade na redução de suas queixas ou problemas identificados. Além disto, é importante também descrever o que você espera em termos de resultado com a realização da sua atividade. 

Exemplo:
Nas rodas de conversa, identificou-se que alguns indivíduos da comunidade (seja ela uma empresa, uma ONG, uma escola e etc...), não têm espaço necessário para a realização da referida oficina, por exemplo, (você pode solicitar possíveis soluções para a viabilidade da realização dessa referida oficina, como no próprio refeitório, por exemplo).
Objetivo: Propor uma oficina de comunicação assertiva a fim de promover uma comunicação mais eficiente e eficaz, capaz, inclusive, de melhorar as relações interpessoais no ambiente de trabalho;
Para avaliar o resultado, usou-se os seguintes indicadores: 
- Número de colaboradores;
- Indicações do referido tema para a oficina;
- Quantidade de problemas identificados, por conta das falhas na comunicação; 
- Quantidade de pessoas que gostariam de aprender sobre Comunicação Assertiva (de acordo com o levantamento prévio).",3,,,,,false,false,2024-10-17T12:01:37.095-03:00,2024-10-17T14:32:44.002-03:00
3011,54,,119,1419,Evidências das atividades realizadas,"Incluir evidências do processo de desenvolvimento da atividade de extensão (ex: fotografias, capturas de tela ou por vídeos, carta de autorização assinada pelos participantes da comunidade local, carta de apresentação etc.). Este conjunto de evidências comprovará a realização das atividades, como também poderão ser usadas para exposição da atividade em mostras acadêmico-científicas e seminários de extensão a serem realizados pela instituição de ensino. 

Durante todo o seu processo de desenvolvimento do seu projeto, você deve criar evidências com fotos e vídeos. No momento em que realizar o envio desses arquivos, é importante que descreva a foto ou vídeo postado. Por exemplo:

Foto ou vídeo da Roda da Conversa com a comunidade para identificar a situação-problema;
Foto das reuniões com os empresários; 
Arquivo digital do material usado nas reuniões e apresentações;
Arquivo digital do 5W2H da atividade; 
Fotos do dia de realização da ação x.
Obs.: Caso as imagens (fotos ou vídeos) exponham o rosto das pessoas, será necessário anexar ""Autorização para veiculação pública"" assinada por cada uma das pessoas, considerando as novas diretrizes definidas pela Lei Geral de Proteção de Dados - LGPD - Lei nº 13.709, de 14 de agosto de 2018",2,,,,,true,false,2024-10-17T12:01:37.261-03:00,2024-10-17T14:32:44.172-03:00
3013,54,,120,,DIAGNÓSTICO E TEORIZAÇÃO,,1,,,,,false,false,2024-10-17T12:01:39.889-03:00,2024-10-17T14:32:44.529-03:00
3014,54,,120,,PLANEJAMENTO PARA DESENVOLVIMENTO DA ATIVIDADE,,2,,,,,false,false,2024-10-17T12:01:40.08-03:00,2024-10-17T14:32:44.705-03:00
3015,54,,120,,ENCERRAMENTO DA ATIVIDADE,,3,,,,,false,false,2024-10-17T12:01:40.247-03:00,2024-10-17T14:32:44.877-03:00
3017,54,,120,1429,Situação-problema identificada,"Apresentar os problemas identificados na comunidade local que motiva a elaboração desta atividade de extensão. Nesta etapa, deve-se demonstrar de maneira clara a situação-problema vivenciada no local escolhido para realizar a sua atividade. Mas o que é uma situação-problema? É a principal “dor” ou queixa reconhecida na escuta desta comunidade.  Você deverá realizar encontros/conversas/trocas/ com os indivíduos ou grupos da comunidade local para identificar quais são estas dores. 

Exemplo: 
Nesse campo, você deve apresentar de maneira clara o problema e/ou situação-problema que demanda a elaboração da oficina para o público escolhido. Dentro do campo da Consultoria de Segurança, teríamos os seguintes exemplos:

Falta de Conhecimento sobre Avaliação de Riscos:
Descrição: Muitos membros da comunidade e empreendedores não estão cientes das melhores práticas para identificar e avaliar riscos em seus negócios e propriedades.
Impacto: Este desconhecimento expõe indivíduos e negócios a riscos significativos, incluindo perdas financeiras e danos à reputação.

Baixa Conscientização sobre Métodos de Segurança:
Descrição: Há uma falta de entendimento sobre as metodologias de segurança que podem ser aplicadas para proteger ativos e pessoas.
Impacto: A baixa conscientização aumenta a vulnerabilidade a incidentes de segurança, resultando em prejuízos materiais e psicológicos.

Dificuldade em Navegar em Normas de Segurança:
Descrição: Pequenos empresários e empreendedores individuais têm dificuldades em compreender e implementar as normas de segurança aplicáveis.
Impacto: A não conformidade com essas normas pode levar a penalidades legais e financeiras, além de prejudicar a confiança dos clientes.

Insegurança nas Operações Cotidianas:
Descrição: Consumidores e pequenos empresários enfrentam insegurança ao realizar suas atividades diárias devido à falta de conhecimento sobre práticas seguras.
Impacto: A insegurança nas operações pode levar a fraudes, perda de dinheiro e desconfiança no ambiente de trabalho.",2,,,,,false,false,2024-10-17T12:01:40.601-03:00,2024-10-17T14:32:45.222-03:00
3018,54,,120,1429,Demanda sociocomunitária e motivação acadêmica,"Citar a situação-problema da comunidade e esclarecer de que maneira isto impacta a vida social, educacional, cultural e/ou econômica das pessoas envolvidas. Nesta etapa, você descreverá como os conteúdos estudados na disciplina permitem que ajude esta comunidade a solucionar ou reduzir as queixas identificadas. Aqui, você descobrirá a importância de estudar e como isto pode melhorar a vida das pessoas à sua volta. 

Exemplo: 
Nesse campo, você deve demonstrar como a aplicação dos conhecimentos aprendidos no ensino superior ajuda na solução de demandas reais da comunidade. Exemplificamos a seguir:

Situação-Problema da Comunidade:
A comunidade local enfrenta diversos desafios relacionados à avaliação de riscos, implementação de métodos de segurança, compreensão de normas de segurança e insegurança nas operações cotidianas. Esses problemas impactam negativamente a vida social, educacional, cultural e econômica das pessoas envolvidas.

Impacto na Vida Social, Educacional, Cultural e Econômica:
1. Vida Social:
Impacto: A falta de conhecimento sobre segurança leva a uma maior vulnerabilidade a incidentes, resultando em perdas financeiras e danos emocionais. Isso também prejudica a coesão social e a confiança nas instituições.
2. Vida Educacional:
Impacto: Estudantes e professores enfrentam dificuldades em utilizar práticas de segurança de forma eficaz, o que compromete o ambiente educacional e a eficácia do ensino e aprendizado. A falta de conscientização sobre metodologias de segurança pode expor alunos a riscos, prejudicando sua segurança e bem-estar.
3. Vida Cultural:
Impacto: A falta de habilidades de segurança afeta a forma como a comunidade consome e interage com serviços e atividades culturais, limitando o acesso a um ambiente seguro e protegido. Isso também pode afetar a preservação e disseminação de práticas culturais através de eventos e atividades comunitárias.
4. Vida Econômica:
Impacto: Pequenos empresários e empreendedores individuais enfrentam dificuldades em proteger seus negócios e realizar suas operações com segurança, o que pode levar a perdas financeiras e prejudicar a sustentabilidade de seus negócios. A conformidade com normas de segurança é crucial para evitar penalidades e manter a confiança dos clientes.
Motivação Acadêmica:
Os conteúdos estudados na disciplina de ""Consultoria de Segurança"" fornecem um fundamento sólido para abordar e resolver esses problemas. Os alunos aprendem sobre avaliação de riscos, métodos de segurança, conformidade com normas de segurança e práticas seguras, habilidades essenciais para enfrentar os desafios identificados na comunidade.",3,,,,,false,false,2024-10-17T12:01:40.768-03:00,2024-10-17T14:32:45.395-03:00
3031,54,,121,1441,Objetivos a serem alcançados em relação à situação-problema identificada,"Você deve indicar entre um e três objetivos, no máximo, que devem ser alcançados ao realizar a oficina. Exemplos:
Capacitar X alunos em uma oficina prática sobre investimentos bancários até o dia X (especificar a data final que você pretende realizar a oficina)
Capacitar Y jovens de uma determinada escola, ou promover capacitações e ações para conscientizar sobre o uso responsável do crédito
Capacitar Z alunos em uma oficina prática sobre o que é taxa Selic e como suas alterações impactam na economia de forma geral. 
Lembre-se que estipular datas e metas tangíveis, como por exemplo, realizar uma oficina até o dia X (especificar a data final que você pretende realizar a oficina).",4,,,,,false,false,2024-10-17T12:01:45.43-03:00,2024-10-17T14:32:47.699-03:00
3020,54,,120,1430,Plano de trabalho com cronograma das atividades,"Descrever o plano de trabalho (o que fazer; quando fazer; como fazer; para quem fazer, onde fazer), incluindo informações sobre cada uma das ações a serem executadas para alcançar os objetivos da atividade de extensão.  
O que fazer: indique a ação que precisa ser realizada; 
Quando fazer: quando será realizada a ação, prazo de realização; 
Como fazer: como você realizará esta ação, incluindo os recursos mínimos necessários;   
Para quem fazer: quem irá participar desta ação;  
Onde fazer: local em que realizará a ação.  

Exemplo:
Nesse campo, você deve apresentar o Plano de Trabalho com Cronograma de Atividades. Exemplificamos a seguir: 

Objetivo 1: Capacitar 50 membros da comunidade local a implementar práticas de segurança em seus negócios e vidas pessoais até o final do semestre.

Ação 1: Preparar o material de capacitação em práticas de segurança.
O que fazer: Organizar slides, vídeos e guias práticos sobre práticas de segurança.
Quando fazer: Até 14 dias antes da primeira oficina.
Como fazer: Pesquisar e compilar conteúdos relevantes de fontes confiáveis, preparar apresentações e guias impressos e digitais.
Para quem fazer: Membros da comunidade local.
Onde fazer: Na sala de aula da universidade.

Ação 2: Realizar oficinas de segurança.
O que fazer: Conduzir sessões práticas sobre avaliação de riscos, uso seguro de instalações e prevenção de incidentes.
Quando fazer: Duas vezes por mês durante todo o semestre.
Como fazer: Utilizar apresentações, demonstrações práticas e atividades interativas; fornecer materiais de apoio aos participantes.
Para quem fazer: Membros da comunidade local.
Onde fazer: Na sala de conferências da universidade ou em centros comunitários locais.

Objetivo 2: Educar 30 pequenos empresários sobre conformidade com normas de segurança até o final do semestre.

Ação 1: Preparar workshops sobre conformidade com normas de segurança.
O que fazer: Desenvolver conteúdo específico para workshops sobre conformidade com normas de segurança.
Quando fazer: Até 21 dias antes do primeiro workshop.
Como fazer: Criar slides, casos de estudo e materiais de apoio baseados em normas e diretrizes oficiais.
Para quem fazer: Pequenos empresários da comunidade.
Onde fazer: Na sala de aula da universidade.

Ação 2: Conduzir workshops de conformidade com normas de segurança.
O que fazer: Realizar sessões educacionais sobre conformidade com normas de segurança.
Quando fazer: Mensalmente durante todo o semestre.
Como fazer: Apresentar conteúdos, realizar discussões de casos práticos e fornecer suporte para implementação das práticas discutidas.
Para quem fazer: Pequenos empresários da comunidade.
Onde fazer: Na sala de conferências da universidade ou em centros empresariais locais.

Objetivo 3: Desenvolver e disseminar materiais educativos que ajudem a comunidade a identificar e aplicar metodologias de segurança, alcançando pelo menos 100 pessoas até o final do semestre.

Ação 1: Criar materiais educativos sobre metodologias de segurança.
O que fazer: Desenvolver vídeos, infográficos e artigos explicativos sobre avaliação de riscos e práticas de segurança.
Quando fazer: Até 30 dias antes do início da campanha de divulgação.
Como fazer: Utilizar ferramentas de design gráfico e software de edição de vídeo, baseando-se em pesquisas e fontes confiáveis.
Para quem fazer: Membros da comunidade local e público em geral.
Onde fazer: No local de estudo ou em laboratórios de informática da universidade.

Ação 2: Lançar campanha de conscientização sobre metodologias de segurança.
O que fazer: Implementar uma campanha online e offline para disseminar os materiais educativos.
Quando fazer: Durante todo o semestre, com ênfase nos meses finais.
Como fazer: Utilizar redes sociais, websites da universidade e parceiros comunitários para a divulgação; organizar eventos presenciais para discussões e apresentações.
Para quem fazer: Membros da comunidade local e público em geral.
Onde fazer: Online (redes sociais, websites) e em locais públicos como escolas e centros comunitários.

Cronograma Resumido:



Esta estrutura garante que todas as ações sejam claramente definidas, com prazos e métodos específicos, para alcançar os objetivos propostos e beneficiar a comunidade local de maneira eficaz.",1,,,,,false,false,2024-10-17T12:01:41.14-03:00,2024-10-17T14:32:45.746-03:00
3021,54,,120,1430,Envolvimento do público participante,"Apresentar como a comunidade atuará no planejamento, desenvolvimento e avaliação da atividade de extensão.  O diálogo constante com esses grupos ou indivíduos é fundamental para que ocorra a interação entre a instituição de ensino e a comunidade. É preciso deixar claro como essa troca de informações, dados e conhecimentos ocorre entre o estudante e os participantes da sua atividade. Lembre-se: é imprescindível produzir registros (ex: fotos, capturas de tela, mensagens, formulários etc.) das reuniões, discussões, interações para evidenciar os encontros, garantindo a demonstração do envolvimento da comunidade na sua atividade). Todos estes registros devem entrar na Seção “Evidências das Atividades Realizadas”. Exemplificamos a seguir:


Planejamento:

Reuniões de Diagnóstico com a Comunidade:
Atividade: Roda de Conversa com membros da comunidade local e pequenos empresários para identificar os principais problemas relacionados à segurança, conformidade com normas e metodologias de segurança.
Metodologia: Encontros presenciais ou virtuais utilizando plataformas de videoconferência onde os participantes podem compartilhar suas experiências e desafios.
Registros: Fotos dos encontros, capturas de tela das reuniões virtuais, gravações das sessões, listas de presença.

Desenvolvimento:

Colaboração na Criação de Materiais:
Atividade: Envolvimento da comunidade na co-criação de materiais educativos como guias práticos, vídeos e infográficos.
Metodologia: Workshops colaborativos onde os participantes contribuem com suas perspectivas e conhecimentos locais para a elaboração dos materiais.
Registros: Fotos dos workshops, capturas de tela das sessões online, rascunhos dos materiais, feedback dos participantes.

Participação nas Oficinas e Workshops:
Atividade: Realização de oficinas práticas e workshops sobre segurança e conformidade com normas.
Metodologia: Sessões interativas onde os participantes aprendem e aplicam os conhecimentos em atividades práticas.
Registros: Fotos e vídeos das sessões, listas de presença, depoimentos dos participantes sobre a experiência.

Avaliação:

Sessões de Feedback e Avaliação:
Atividade: Encontros com a comunidade para avaliar os resultados das atividades de extensão, discutir melhorias e planejar futuras ações.
Metodologia: Reuniões presenciais ou virtuais para coleta de feedback por meio de discussões abertas e formulários de avaliação.
Registros: Fotos dos encontros, capturas de tela das reuniões virtuais, formulários preenchidos, resumos das discussões.",2,,,,,false,false,2024-10-17T12:01:41.306-03:00,2024-10-17T14:32:45.921-03:00
3022,54,,120,1430,Avaliação dos resultados alcançados,"Descrever os instrumentos que serão usados para avaliar como a atividade de extensão ajudou a comunidade na redução de suas queixas ou problemas identificados. Além disto, é importante também descrever o que você espera em termos de resultado com a realização da sua atividade. Exemplificamos a seguir:

Indicadores de Avaliação:

Capacitação em Segurança:

Número de participantes nas oficinas de segurança:
Meta: Capacitar 50 membros da comunidade.
Satisfação dos participantes com o conteúdo das oficinas:
Instrumento: Questionários de satisfação aplicados ao final de cada oficina.
Meta: Alcançar uma satisfação média de 80% ou superior.
Implementação de práticas de segurança:
Instrumento: Pesquisa de follow-up três meses após a capacitação para verificar quais práticas foram adotadas.
Meta: Pelo menos 70% dos participantes implementando pelo menos uma prática de segurança aprendida.

Educação sobre Conformidade com Normas:

Número de pequenos empresários participantes dos workshops sobre conformidade:
Meta: Educar 30 pequenos empresários.
Compreensão dos participantes sobre as normas de segurança:
Instrumento: Testes de conhecimento aplicados antes e depois dos workshops.
Meta: Aumentar a pontuação média em pelo menos 50% em comparação com o teste inicial.
Aplicação das práticas de conformidade:
Instrumento: Entrevistas de follow-up seis meses após os workshops.
Meta: Pelo menos 60% dos empresários aplicando práticas de conformidade aprendidas.

Desenvolvimento de Materiais Educativos:
Número de materiais educativos desenvolvidos e disseminados:
Meta: Desenvolver e disseminar pelo menos 5 tipos de materiais (vídeos, infográficos, artigos).
Alcance da campanha de conscientização:
Instrumento: Métricas de alcance em redes sociais e eventos presenciais.
Meta: Alcançar pelo menos 100 pessoas.
Impacto na percepção da comunidade sobre metodologias de segurança:
Instrumento: Pesquisa de percepção aplicada antes e depois da campanha.
Meta: Reduzir em pelo menos 30% a percepção de vulnerabilidade a incidentes de segurança entre os participantes.",3,,,,,false,false,2024-10-17T12:01:41.472-03:00,2024-10-17T14:32:46.093-03:00
3023,54,,120,1431,Relato da experiência individual no desenvolvimento do projeto,"Seu relato precisará conter: 
1. CONTEXTUALIZAÇÃO – Explicar a experiência de extensão vivenciada, contextualizando a sua participação, explicando ainda como teoria e os conteúdos dessa disciplina foram aplicados na prática, a partir desta troca com a comunidade local. 
2. METODOLOGIA – Descrever que métodos foram usados para realizar sua atividade de extensão, isto é, dinâmicas de grupo, entrevistas, questionários, ou algum outro método de levantamento de dados, e explicar o que foi efetivamente executado, incluindo os detalhes de implementação.
3. RESULTADOS E DISCUSSÃO - Detalhar os resultados obtidos na atividade realizada, como, por exemplo, os impactos que ela gerou na comunidade envolvida, as facilidades e dificuldades que você enfrentou durante esta experiência e quais descobertas e aprendizagens teve neste processo. 

Exemplificamos a seguir: 

Contextualização: Durante a atividade de extensão, tive a oportunidade de aplicar os conhecimentos teóricos adquiridos na disciplina ""Consultoria de Segurança"" diretamente na comunidade local. Minha participação envolveu a organização e condução de workshops sobre avaliação de riscos, conformidade com normas de segurança e práticas seguras. Essa experiência foi enriquecedora, pois me permitiu ver como os conteúdos teóricos podem ser implementados para resolver problemas reais enfrentados pela comunidade.

Metodologia: Utilizamos uma combinação de métodos para realizar nossa atividade de extensão. As principais metodologias incluíram:
Dinâmicas de Grupo: Facilitamos discussões e promovemos a interação entre os participantes durante os workshops.
Entrevistas: Realizamos entrevistas individuais com pequenos empresários para entender suas principais preocupações e desafios em relação à segurança.
Questionários: Aplicamos questionários antes e depois das oficinas para medir o conhecimento prévio dos participantes e avaliar o impacto das sessões educacionais.
Workshops Práticos: Desenvolvemos e ministramos oficinas interativas onde os participantes puderam aprender e aplicar práticas de segurança e conformidade com normas.

Resultados e Discussão: Os resultados da atividade de extensão foram bastante positivos. Conseguimos capacitar 50 membros da comunidade em práticas de segurança e 30 pequenos empresários foram educados sobre conformidade com normas de segurança. A campanha de conscientização sobre metodologias de segurança atingiu mais de 100 pessoas, superando nossas expectativas.

Impactos na Comunidade:
Segurança: A maioria dos participantes relatou sentir-se mais segura e confiante ao implementar as práticas de segurança aprendidas.
Conformidade Legal: Pequenos empresários começaram a aplicar as diretrizes de conformidade em suas operações, reduzindo o risco de penalidades e aumentando a confiança dos clientes.
Combate à Desinformação: Houve um aumento significativo na conscientização sobre os perigos de práticas inseguras e na capacidade dos participantes de identificar riscos e vulnerabilidades.

Facilidades e Dificuldades:
Facilidades: O engajamento dos participantes foi alto e o apoio das associações locais facilitou a organização dos eventos.
Dificuldades: Enfrentamos desafios relacionados à logística, como a disponibilidade de espaços adequados e o acesso a recursos tecnológicos. Também foi um desafio garantir a participação contínua e o comprometimento dos participantes ao longo da atividade.

Descobertas e Aprendizagens:
Aprendizagem Prática: A relação entre teoria e prática ficou evidente, mostrando a importância da aplicação prática dos conhecimentos acadêmicos para resolver problemas reais.
Responsabilidade Social: Esta experiência reforçou em mim o senso de responsabilidade social, demonstrando que o conhecimento adquirido na universidade pode ter um impacto positivo significativo na comunidade.
Engajamento Comunitário: Aprendi que o envolvimento contínuo da comunidade é crucial para o sucesso de qualquer atividade de extensão e que a colaboração e o diálogo aberto são fundamentais para entender e atender às necessidades da comunidade.",1,,,,,false,false,2024-10-17T12:01:41.664-03:00,2024-10-17T14:32:46.268-03:00
3025,54,,121,,PLANEJAMENTO PARA DESENVOLVIMENTO DA ATIVIDADE,,2,,,,,false,false,2024-10-17T12:01:44.283-03:00,2024-10-17T14:32:46.62-03:00
3026,54,,121,,ENCERRAMENTO DA ATIVIDADE,,3,,,,,false,false,2024-10-17T12:01:44.488-03:00,2024-10-17T14:32:46.793-03:00
3027,54,,121,,DIAGNÓSTICO E TEORIZAÇÃO,,1,,,,,false,false,2024-10-17T12:01:44.69-03:00,2024-10-17T14:32:46.965-03:00
3028,54,,121,1441,Identificação das partes envolvidas e parceiros,"Nesse campo, escreva as informações sobre as partes envolvidas na ação, ou seja, sobre as pessoas que estão ativamente envolvidas no projeto ou cujos interesses podem ser positiva ou negativamente afetados pela execução da atividade.
Exemplos:
Descrever o perfil socioeconômico, escolaridade, faixa etária, quantidade estimada de participantes e outras informações necessárias.
Escreva também sobre os parceiros que possam participar da oficina ajudando você, como professores e voluntários.
Descreva os marcos temporais: Datas e horários das ações. 
Produzir registros (ex: fotos, capturas de tela, mensagens, formulários, termo de acordo de cooperação etc.) das reuniões, discussões, interações para evidenciar a ocorrência da ação.",1,,,,,false,false,2024-10-17T12:01:44.881-03:00,2024-10-17T14:32:47.167-03:00
3033,54,,121,1442,Envolvimento do público participante,"Apresentar como a comunidade atuará no planejamento, desenvolvimento e avaliação da atividade de extensão.  O diálogo constante com esses grupos ou indivíduos é fundamental para que ocorra a interação entre a instituição de ensino e a comunidade. É preciso deixar claro como essa troca de informações, dados e conhecimentos ocorre entre o estudante e os participantes da sua atividade. Lembre-se: é imprescindível produzir registros (ex: fotos, capturas de tela, mensagens, formulários etc.) das reuniões, discussões, interações para evidenciar os encontros, garantindo a demonstração do envolvimento da comunidade na sua atividade). Todos estes registros devem entrar na Seção “Evidências das Atividades Realizadas”. 

Exemplo:
Você deve registrar e trazer evidências que a comunidade esteve envolvida no desenvolvimento de todo o projeto de extensão desenvolvido por você.  

Organização do material da oficina 
Lista de presença de realização da oficina 
Fotos/vídeos do dia de realização da atividade.",2,,,,,false,false,2024-10-17T12:01:45.763-03:00,2024-10-17T14:32:48.085-03:00
3034,54,,121,1442,Avaliação dos resultados alcançados,"Descrever os instrumentos que serão usados para avaliar como a atividade de extensão ajudou a comunidade na redução de suas queixas ou problemas identificados. Além disto, é importante também descrever o que você espera em termos de resultado com a realização da sua atividade. 

Exemplo:
Nas rodas de conversa, identificou-se que uma parcela significativa dos envolvidos não tinha conhecimento sobre características, diferenças e uso adequado dos produtos de crédito oferecidos pelos bancos.  A solução proposta foi realizar uma capacitação sobre esses produtos para jovens da região.  
Objetivo: Capacitar Y jovens de uma determinada escola, ou promover capacitações e ações para conscientizar sobre o uso responsável do crédito
Para avaliar o resultado, foram usados os seguintes indicadores:
• Nível de conhecimento do público alvo sobre os produtos de crédito bancário antes e depois da oficina, medido através de questionários.
• Feedback dos participantes sobre a satisfação do conteúdo apresentado, por meio de formulários.",3,,,,,false,false,2024-10-17T12:01:45.931-03:00,2024-10-17T14:32:48.259-03:00
3035,54,,121,1443,Evidências das atividades realizadas,"Incluir evidências do processo de desenvolvimento da atividade de extensão (ex: fotografias, capturas de tela ou por vídeos, carta de autorização assinada pelos participantes da comunidade local, carta de apresentação etc.). Este conjunto de evidências comprovará a realização das atividades, como também poderão ser usadas para exposição da atividade em mostras acadêmico-científicas e seminários de extensão a serem realizados pela instituição de ensino. 

Exemplo:
 
Fotos/ vídeos ou arquivo digital (com legenda) do material produzido. 
Foto/vídeos do dia da ação
Formulário com pesquisa de satisfação sobre o conteúdo
Lista de presença
Importante: Descrever textualmente as evidências. Por exemplo, a foto 1 representa o dia que fizemos a oficina, na imagem 2 temos a lista de presença com a participação de 19 empreendedores, na imagem 3 (gráfico 1) temos o aumento da lucratividade a partir da redução de custos pela precificação assertiva com a sustentabilidade do negócio....",2,,,,,true,false,2024-10-17T12:01:46.098-03:00,2024-10-17T14:32:48.44-03:00
3036,54,,121,1443,Relato da experiência individual no desenvolvimento do projeto,"ar e trazer evidências que a comunidade esteve envolvida no desenvolvimento de todo o projeto de extensão desenvolvido por você.  

Organização do material da oficina 
Lista de presença de realização da oficina 
Fotos/vídeos do dia de realização da atividade.",1,,,,,false,false,2024-10-17T12:01:46.295-03:00,2024-10-17T14:32:48.617-03:00
3037,54,,122,,DIAGNÓSTICO E TEORIZAÇÃO,,1,,,,,false,false,2024-10-17T12:01:48.69-03:00,2024-10-17T14:32:48.796-03:00
3038,54,,122,,PLANEJAMENTO PARA DESENVOLVIMENTO DA ATIVIDADE,,2,,,,,false,false,2024-10-17T12:01:48.855-03:00,2024-10-17T14:32:48.974-03:00
3039,54,,122,,ENCERRAMENTO DA ATIVIDADE,,3,,,,,false,false,2024-10-17T12:01:49.038-03:00,2024-10-17T14:32:49.153-03:00
3191,54,,134,1501,Objetivos a serem alcançados em relação à situação-problema identificada,"Descrever entre um e três objetivos, no máximo, que devem ser alcançados com o desenvolvimento da atividade de extensão. Os resultados esperados de uma atividade de extensão devem ser claros, específicos, possíveis de serem medidos e com prazo de realização para que a comunidade participe e avalie o alcance dos objetivos. Lembre-se: os objetivos devem ser definidos com verbos de ação (verbo no infinito), de maneira clara, em forma de tópicos (quando for mais de um), correspondentes aos resultados que a atividade de extensão realizada por você pretende alcançar.

Exemplo:
Realizar uma palestra sobre o tema inteligência artificial até o final do semestre, apresentá-la aos alunos da escola XXXXX, e a atualização dos conceitos sobre o tema.
(Observe que este(s) objetivo(s) a ser(em) deve(m) ser compatível(is) com as Seções Objetivos, e Objetivos Sociocomunitários do Plano de Aprendizagem dessa Disciplina.)
",4,,,,,false,false,2024-10-17T12:02:44.323-03:00,2024-10-17T14:33:16.605-03:00
